course,prof,gpa,% of A,% of B,section_,semester
URPN 361,ZHONG H,3.389,53%,39%,500,2019 Spring
URPN 361,TRAN T,3.324,54%,32%,700,2019 Spring
URPN 370,LOPEZ M,3.747,80%,16%,500,2019 Spring
URPN 370,NEWTON K,3.791,86%,9%,700,2019 Spring
URPN 371,SANSOM G,4.000,100%,0%,500,2019 Spring
URPN 401,COWELL R,3.833,90%,7%,599,2019 Spring
URPN 440,GIUSTI C,3.909,91%,9%,500,2019 Spring
URPN 450,MOATS J,3.461,62%,23%,500,2019 Spring
URPN 460,ROGERS G,3.523,67%,29%,500,2019 Spring
URPN 460,ROGERS G,3.833,83%,17%,501,2019 Spring
URPN 483,WANG H,3.524,60%,34%,500,2019 Spring
URPN 489,RISING H,3.777,78%,22%,500,2019 Spring
URPN 489,GODDARD T,3.600,60%,40%,501,2019 Spring
URPN 493,MASTERSON J,3.512,56%,39%,901,2019 Spring
URPN 493,NEWMAN G,3.636,64%,36%,902,2019 Spring
URSC 642,PEACOCK W,4.000,100%,0%,600,2019 Spring
URSC 682,HURST K,4.000,100%,0%,600,2019 Spring
URSC 689,ROSENHEIM N,4.000,100%,0%,603,2019 Spring
ARTS 103,KOUSTOV D,3.333,50%,33%,501,2019 Spring
ARTS 103,KNOX B,3.714,76%,19%,502,2019 Spring
ARTS 104,HONEYCUTT A,3.555,61%,33%,501,2019 Spring
ARTS 104,HONEYCUTT A,3.105,26%,58%,502,2019 Spring
ARTS 104,HONEYCUTT A,2.894,37%,42%,503,2019 Spring
ARTS 111,REID R,3.650,70%,25%,502,2019 Spring
ARTS 115,DAVISON R,2.545,27%,36%,500,2019 Spring
ARTS 149,SUTHERLAND S,3.380,48%,43%,501,2019 Spring
ARTS 149,SUTHERLAND S,3.175,47%,33%,502,2019 Spring
ARTS 149,CAMPANA L,3.700,72%,27%,701,2019 Spring
ARTS 149,SUTHERLAND S,3.485,59%,33%,702,2019 Spring
ARTS 149,SUTHERLAND S,3.576,69%,23%,703,2019 Spring
ARTS 149,SUTHERLAND S,3.470,71%,18%,704,2019 Spring
ARTS 149,CAMPANA L,3.534,57%,40%,705,2019 Spring
ARTS 150,LEIDERMAN D,4.000,100%,0%,201,2019 Spring
ARTS 150,STOENESCU L,3.714,86%,0%,202,2019 Spring
ARTS 150,LEIDERMAN D,3.466,67%,27%,501,2019 Spring
ARTS 150,LEIDERMAN D,3.311,57%,29%,502,2019 Spring
ARTS 150,STOENESCU L,3.538,69%,15%,503,2019 Spring
ARTS 150,STOENESCU L,3.774,81%,15%,504,2019 Spring
ARTS 150,STOENESCU L,3.850,88%,9%,701,2019 Spring
ARTS 150,SUTHERLAND S,3.588,65%,29%,702,2019 Spring
ARTS 150,CAMPANA L,3.769,77%,23%,703,2019 Spring
ARTS 150,SCHULD D,3.238,51%,29%,704,2019 Spring
ARTS 150,STOENESCU L,3.803,87%,10%,705,2019 Spring
ARTS 210,VIGUS G,3.541,60%,33%,700,2019 Spring
ARTS 212,LISONBEE L,2.846,15%,69%,501,2019 Spring
ARTS 212,WOODFIN S,3.454,73%,18%,502,2019 Spring
ARTS 212,BOLOGAN A,3.692,69%,31%,503,2019 Spring
ARTS 212,WOODFIN S,3.388,44%,50%,504,2019 Spring
ARTS 234,CAMPANA L,3.925,93%,7%,500,2019 Spring
ARTS 303,BRAMAN G,3.157,26%,63%,502,2019 Spring
ARTS 303,BOLOGAN A,3.250,45%,35%,503,2019 Spring
ARTS 304,HONEYCUTT A,3.526,58%,37%,500,2019 Spring
ARTS 305,HOUSE F,3.450,45%,55%,501,2019 Spring
ARTS 305,LISONBEE L,3.250,31%,62%,502,2019 Spring
ARTS 308,KOUSTOV D,3.578,68%,21%,500,2019 Spring
ARTS 311,EILERS H,3.666,67%,33%,500,2019 Spring
ARTS 312,VIGUS G,3.842,84%,16%,500,2019 Spring
ARTS 315,WOODFIN S,3.266,47%,47%,500,2019 Spring
ARTS 325,REID R,3.800,80%,20%,501,2019 Spring
ARTS 325,WOODFIN S,3.785,79%,21%,502,2019 Spring
